"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "168649","09:15:29.912859","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168650","09:15:29.913128","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168651","09:15:29.913398","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168652","09:15:29.913701","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168653","09:15:29.913967","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168654","09:15:29.914231","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168655","09:15:29.914500","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168656","09:15:29.914766","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168657","09:15:29.915031","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168658","09:15:29.915299","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168659","09:15:29.915567","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168660","09:15:29.915831","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168661","09:15:29.916099","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168662","09:15:29.916392","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168663","09:15:29.916662","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168664","09:15:29.916932","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168665","09:15:29.917195","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168666","09:15:29.917461","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168667","09:15:29.917770","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168668","09:15:29.917983","172.16.114.50","206.48.44.50","TCP","60","80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168669","09:15:29.918064","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] 2297 → 80 [PSH, ACK] Seq=40 Ack=1 Win=32120 Len=1"
"R"," R", "168670","09:15:29.918270","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#1] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168671","09:15:29.918350","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168672","09:15:29.918556","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#2] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168673","09:15:29.918626","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168674","09:15:29.918831","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#3] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168675","09:15:29.918900","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168676","09:15:29.919106","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#4] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168677","09:15:29.919175","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168678","09:15:29.919402","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168679","09:15:29.919474","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#5] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168680","09:15:29.919627","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#6] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168681","09:15:29.919707","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168682","09:15:29.919913","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#7] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168683","09:15:29.919994","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168684","09:15:29.920199","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#8] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168685","09:15:29.920281","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168686","09:15:29.920485","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#9] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168687","09:15:29.920565","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168688","09:15:29.920772","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#10] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168689","09:15:29.920839","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168690","09:15:29.921046","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#11] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168691","09:15:29.921117","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168692","09:15:29.921323","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#12] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168693","09:15:29.921391","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168694","09:15:29.921598","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#13] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168695","09:15:29.921678","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168696","09:15:29.921882","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#14] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168697","09:15:29.921965","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168698","09:15:29.922169","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#15] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168699","09:15:29.922252","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168700","09:15:29.922458","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#16] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168701","09:15:29.922526","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168702","09:15:29.922742","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#17] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168703","09:15:29.922811","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168704","09:15:29.923016","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#18] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168705","09:15:29.923086","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168706","09:15:29.923292","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#19] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168707","09:15:29.923361","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168708","09:15:29.923566","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#20] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168709","09:15:29.923636","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168710","09:15:29.923840","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#21] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168711","09:15:29.923911","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168712","09:15:29.924117","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#22] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168713","09:15:29.924185","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168714","09:15:29.924391","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#23] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168715","09:15:29.924461","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168716","09:15:29.924665","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#24] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168717","09:15:29.924736","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168718","09:15:29.924941","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#25] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168719","09:15:29.929923","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168720","09:15:29.930172","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#26] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168721","09:15:29.930314","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168722","09:15:29.930381","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168723","09:15:29.930514","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168724","09:15:29.930584","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#27] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168725","09:15:29.930821","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#28] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168726","09:15:29.930927","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#29] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168727","09:15:29.930997","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168728","09:15:29.931089","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168729","09:15:29.931216","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#30] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168730","09:15:29.931330","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168731","09:15:29.931585","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#31] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168732","09:15:29.931653","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168733","09:15:29.931723","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#32] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168734","09:15:29.931869","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#33] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168735","09:15:29.931938","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168736","09:15:29.932144","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#34] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168737","09:15:29.932212","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168738","09:15:29.932442","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#35] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168739","09:15:29.932512","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168740","09:15:29.932722","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168741","09:15:29.932783","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#36] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168742","09:15:29.932943","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#37] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168743","09:15:29.933020","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168744","09:15:29.933225","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#38] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168745","09:15:29.933305","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168746","09:15:29.933510","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#39] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168747","09:15:29.933617","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168748","09:15:29.933822","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#40] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168749","09:15:29.933903","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168750","09:15:29.934108","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#41] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168751","09:15:29.934191","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168752","09:15:29.934398","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#42] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168753","09:15:29.934466","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168754","09:15:29.934673","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#43] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168755","09:15:29.934742","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168756","09:15:29.934947","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#44] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168757","09:15:29.935016","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168758","09:15:29.935221","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#45] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168759","09:15:29.935291","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168760","09:15:29.935496","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#46] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168761","09:15:29.935566","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168762","09:15:29.935772","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#47] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168763","09:15:29.935841","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168764","09:15:29.936046","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#48] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168765","09:15:29.936115","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168766","09:15:29.936321","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#49] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168767","09:15:29.936391","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168768","09:15:29.936596","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#50] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168769","09:15:29.936687","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168770","09:15:29.936873","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#51] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168771","09:15:29.936940","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168772","09:15:29.937145","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#52] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168773","09:15:29.937215","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168774","09:15:29.937420","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#53] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168775","09:15:29.937500","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168776","09:15:29.937705","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#54] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168777","09:15:29.937823","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168778","09:15:29.938028","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#55] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168779","09:15:29.938112","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168780","09:15:29.938316","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#56] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168781","09:15:29.943330","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168782","09:15:29.943621","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#57] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168783","09:15:29.943759","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168784","09:15:29.943828","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168785","09:15:29.943925","206.48.44.50","172.16.114.50","TCP","60","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"R"," R", "168786","09:15:29.943994","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#58] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
"R"," R", "168787","09:15:29.944245","206.48.44.50","172.16.114.50","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "168788","09:15:29.944315","172.16.114.50","206.48.44.50","TCP","60","[TCP Dup ACK 168668#59] 80 → 2297 [ACK] Seq=1 Ack=37 Win=31744 Len=0"
